,name,address,Website,Type,Size,city,state,zipcode,associates,Profit,Sector
2272,University of Baltimore,"Charles at Mount Royal, Baltimore, Maryland 21201-208",www.ubalt.edu,"4-year, Public",5843.0, Baltimore,Maryland,21201-208,0,Not-For-Profit,Private
2273,University of Bridgeport,"126 Park Avenue, Bridgeport, Connecticut 06604-5620",www.bridgeport.edu,"4-year, Private not-for-profit",5323.0, Bridgeport,Connecticut,06604-5620,0,Not-For-Profit,Private
2274,University of California Hastings College of Law,"200 McAllister St, San Francisco, California 94102-4978",www.uchastings.edu,"4-year, Public",1306.0, San Francisco,California,94102-4978,0,Not-For-Profit,Private
2275,University of California-Berkeley,"Berkeley, California 94720",www.berkeley.edu,"4-year, Public",35396.0, California 94720,,,0,Not-For-Profit,Private
2276,University of California-Davis,"One Shields Avenue, Davis, California 95616-8678",www.ucdavis.edu,"4-year, Public",30568.0, Davis,California,95616-8678,0,Not-For-Profit,Private
2277,University of California-Irvine,"Irvine, California 92697",www.uci.edu/,"4-year, Public",26984.0, California 92697,,,0,Not-For-Profit,Private
2278,University of California-Los Angeles,"405 Hilgard Ave, Los Angeles, California 90095-1405",www.ucla.edu/,"4-year, Public",38220.0, Los Angeles,California,90095-1405,0,Not-For-Profit,Private
2279,University of California-Merced,"5200 North Lake Road, Merced, California 95343-5603",www.ucmerced.edu,"4-year, Public",2718.0, Merced,California,95343-5603,0,Not-For-Profit,Private
2280,University of California-Riverside,"900 University Ave, Riverside, California 92521",WWW.UCR.EDU,"4-year, Public",18079.0, Riverside,California,92521,0,Not-For-Profit,Private
2281,University of California-San Diego,"9500 Gilman Dr, La Jolla, California 92093",www.ucsd.edu,"4-year, Public",27520.0, La Jolla,California,92093,0,Not-For-Profit,Private
2282,University of California-San Francisco,"500 Parnassus Ave, San Francisco, California 94143-0244",www.ucsf.edu,"4-year, Public",2998.0, San Francisco,California,94143-0244,0,Not-For-Profit,Private
2283,University of California-Santa Barbara,"Santa Barbara, California 93106",www.ucsb.edu,"4-year, Public",21868.0, California 93106,,,0,Not-For-Profit,Private
2284,University of California-Santa Cruz,"1156 High St, Santa Cruz, California 95064",www.ucsc.edu/,"4-year, Public",16615.0, Santa Cruz,California,95064,0,Not-For-Profit,Private
2285,University of Central Arkansas,"201 Donaghey Ave, Conway, Arkansas 72035-0001",www.uca.edu,"4-year, Public",12974.0, Conway,Arkansas,72035-0001,0,Not-For-Profit,Private
2286,University of Central Florida,"4000 Central Florida Blvd, Orlando, Florida 32816",www.ucf.edu/,"4-year, Public",50121.0, Orlando,Florida,32816,0,Not-For-Profit,Private
2287,University of Central Missouri,"Warrensburg, Missouri 64093",www.ucmo.edu,"4-year, Public",11063.0, Missouri 64093,,,0,Not-For-Profit,Private
2288,University of Central Oklahoma,"100 N University Dr, Edmond, Oklahoma 73034",www.ucok.edu,"4-year, Public",15724.0, Edmond,Oklahoma,73034,0,Not-For-Profit,Private
2289,University of Charleston,"2300 MacCorkle Avenue,  SE, Charleston, West Virginia 25304",www.ucwv.edu,"4-year, Private not-for-profit",1435.0, Charleston,West,Virginia 25304,0,Not-For-Profit,Private
2290,University of Chicago,"5801 S Ellis Ave, Chicago, Illinois 60637",WWW.UCHICAGO.EDU,"4-year, Private not-for-profit",14788.0, Chicago,Illinois,60637,0,Not-For-Profit,Private
2291,University of Cincinnati-Clermont College,"4200 Clermont College Dr, Batavia, Ohio 45103",www.clc.uc.edu,"4-year, Public",3241.0, Batavia,Ohio,45103,0,Not-For-Profit,Private
2292,University of Cincinnati-Main Campus,"2624 Clifton Avenue, Cincinnati, Ohio 45221-0063",www.uc.edu,"4-year, Public",29617.0, Cincinnati,Ohio,45221-0063,0,Not-For-Profit,Private
2293,University of Cincinnati-Raymond Walters College,"9555 Plainfield Rd, Blue Ash, Ohio 45236-1096",www.rwc.uc.edu,"4-year, Public",4214.0, Blue Ash,Ohio,45236-1096,0,Not-For-Profit,Private
2294,University of Colorado at Boulder,"Regent Drive at Broadway, Boulder, Colorado 80309-0017",www.colorado.edu,"4-year, Public",32469.0, Boulder,Colorado,80309-0017,0,Not-For-Profit,Private
2295,University of Colorado at Colorado Springs,"1420 Austin Bluffs Parkway, Colorado Springs, Colorado 80918",www.uccs.edu,"4-year, Public",9373.0, Colorado Springs,Colorado,80918,0,Not-For-Profit,Private
2296,University of Colorado Denver,"Denver, Colorado 80217-3364",www.ucdenver.edu/,"4-year, Public",21903.0, Colorado 80217-3364,,,0,Not-For-Profit,Private
2297,University of Connecticut,"Storrs, Connecticut 06269",www.uconn.edu,"4-year, Public",24273.0, Connecticut 06269,,,0,Not-For-Profit,Private
2298,University of Connecticut-Avery Point,"1084 Shennecossett Rd, Groton, Connecticut 06340-6097",www.uconn.edu,"4-year, Public",748.0, Groton,Connecticut,06340-6097,0,Not-For-Profit,Private
2299,University of Connecticut-Stamford,"One University Place, Stamford, Connecticut 06901-2315",www.uconn.edu,"4-year, Public",1314.0, Stamford,Connecticut,06901-2315,0,Not-For-Profit,Private
2300,University of Connecticut-Tri-Campus,"55 West Main Street, Suite 500, Waterbury, Connecticut 06702",www.uconn.edu,"4-year, Public",2545.0, Waterbury,Connecticut,06702,0,Not-For-Profit,Private
2301,University of Dallas,"1845 E Northgate Drive, Irving, Texas 75062-4736",www.udallas.edu,"4-year, Private not-for-profit",2977.0, Irving,Texas,75062-4736,0,Not-For-Profit,Private
2302,University of Dayton,"300 College Pk, Dayton, Ohio 45469",www.udayton.edu,"4-year, Private not-for-profit",10920.0, Dayton,Ohio,45469,0,Not-For-Profit,Private
2303,University of Delaware,"Newark, Delaware 19716",www.udel.edu/,"4-year, Public",20500.0, Delaware 19716,,,0,Not-For-Profit,Private
2304,University of Denver,"2199 S. University Blvd, Denver, Colorado 80208",www.du.edu,"4-year, Private not-for-profit",11328.0, Denver,Colorado,80208,0,Not-For-Profit,Private
2305,University of Detroit Mercy,"4001 W McNichols Rd, Detroit, Michigan 48221-3038",www.udmercy.edu,"4-year, Private not-for-profit",5725.0, Detroit,Michigan,48221-3038,0,Not-For-Profit,Private
2306,University of Dubuque,"2000 University Ave, Dubuque, Iowa 52001",www.dbq.edu,"4-year, Private not-for-profit",1583.0, Dubuque,Iowa,52001,0,Not-For-Profit,Private
2307,University of East-West Medicine,"970 W El Camino Real, Sunnyvale, California 94087",www.uewm.edu,"4-year, Private for-profit",200.0, Sunnyvale,California,94087,0,For-Profit,Private
2308,University of Evansville,"1800 Lincoln Avenue, Evansville, Indiana 47722",www.evansville.edu/,"4-year, Private not-for-profit",2742.0, Evansville,Indiana,47722,0,Not-For-Profit,Private
2309,University of Florida,"355 Tigert Hall, Gainesville, Florida 32611-3115",www.ufl.edu/,"4-year, Public",51474.0, Gainesville,Florida,32611-3115,0,Not-For-Profit,Private
2310,University of Georgia,"Athens, Georgia 30602",www.uga.edu,"4-year, Public",34180.0, Georgia 30602,,,0,Not-For-Profit,Private
2311,University of Great Falls,"1301 Twentieth St S, Great Falls, Montana 59405-4996",www.ugf.edu,"4-year, Private not-for-profit",720.0, Great Falls,Montana,59405-4996,0,Not-For-Profit,Private
2312,University of Guam,"303 J.U. Torres Drive, Mangilao, Guam 96923",www.uog.edu,"4-year, Public",3387.0, Mangilao,Guam,96923,0,Not-For-Profit,Private
2313,University of Hartford,"200 Bloomfield Ave, West Hartford, Connecticut 06117-1599",www.hartford.edu,"4-year, Private not-for-profit",7366.0, West Hartford,Connecticut,06117-1599,0,Not-For-Profit,Private
2314,University of Hawaii at Hilo,"200 W Kawili St, Hilo, Hawaii 96720-4091",www.uhh.hawaii.edu/,"4-year, Public",3773.0, Hilo,Hawaii,96720-4091,0,Not-For-Profit,Private
2315,University of Hawaii at Manoa,"2500 Campus Road, Hawaii Hall, Honolulu, Hawaii 96822-2301",www.manoa.hawaii.edu,"4-year, Public",20169.0, Honolulu,Hawaii,96822-2301,0,Not-For-Profit,Private
2316,University of Hawaii-West Oahu,"96-129 Ala Ike, Pearl City, Hawaii 96782-3699",www.uhwo.hawaii.edu,"4-year, Public",1140.0, Pearl City,Hawaii,96782-3699,0,Not-For-Profit,Private
2317,University of Houston,"212 E. Cullen Building, Houston, Texas 77204-2018",www.uh.edu,"4-year, Public",36104.0, Houston,Texas,77204-2018,0,Not-For-Profit,Private
2318,University of Houston-Clear Lake,"2700 Bay Area Blvd, Houston, Texas 77058-1098",www.uhcl.edu,"4-year, Public",7658.0, Houston,Texas,77058-1098,0,Not-For-Profit,Private
2319,University of Houston-Downtown,"1 Main Street, Houston, Texas 77002-1014",www.uhd.edu,"4-year, Public",12283.0, Houston,Texas,77002-1014,0,Not-For-Profit,Private
2320,University of Houston-Victoria,"3007 N. Ben Wilson, Victoria, Texas 77901",www.uhv.edu,"4-year, Public",3174.0, Victoria,Texas,77901,0,Not-For-Profit,Private
2321,University of Idaho,"875 Perimeter Drive, Moscow, Idaho 83844-2282",www.uidaho.edu,"4-year, Public",11791.0, Moscow,Idaho,83844-2282,0,Not-For-Profit,Private
2322,University of Illinois at Chicago,"601 S Morgan, Chicago, Illinois 60607",www.uic.edu/index.html/,"4-year, Public",25835.0, Chicago,Illinois,60607,0,Not-For-Profit,Private
2323,University of Illinois at Springfield,"One University Plaza, Springfield, Illinois 62703-5407",www.uis.edu,"4-year, Public",4711.0, Springfield,Illinois,62703-5407,0,Not-For-Profit,Private
2324,University of Illinois at Urbana-Champaign,"601 E John Street, Champaign, Illinois 61820-5711",www.illinois.edu/,"4-year, Public",43246.0, Champaign,Illinois,61820-5711,0,Not-For-Profit,Private
2325,University of Indianapolis,"1400 E Hanna Ave, Indianapolis, Indiana 46227-3697",uindy.edu,"4-year, Private not-for-profit",4829.0, Indianapolis,Indiana,46227-3697,0,Not-For-Profit,Private
2326,University of Iowa,"101 Jessup Hall, Iowa City, Iowa 52242-1316",www.uiowa.edu,"4-year, Public",29152.0, Iowa City,Iowa,52242-1316,0,Not-For-Profit,Private
2327,University of Kansas,"Lawrence, Kansas 66045",www.ku.edu,"4-year, Public",29365.0, Kansas 66045,,,0,Not-For-Profit,Private
2328,University of Kentucky,"Lexington, Kentucky 40506-0032",www.uky.edu,"4-year, Public",26054.0, Kentucky 40506-0032,,,0,Not-For-Profit,Private
2329,University of La Verne,"1950 Third St, La Verne, California 91750-4401",www.ulv.edu,"4-year, Private not-for-profit",7511.0, La Verne,California,91750-4401,0,Not-For-Profit,Private
2330,University of Louisiana at Lafayette,"104 University Circle, Lafayette, Louisiana 70503",www.louisiana.edu,"4-year, Public",16320.0, Lafayette,Louisiana,70503,0,Not-For-Profit,Private
2331,University of Louisiana Monroe,"700 University Avenue, Monroe, Louisiana 71209-0000",www.ulm.edu,"4-year, Public",8754.0, Monroe,Louisiana,71209-0000,0,Not-For-Profit,Private
2332,University of Louisville,"2301 S 3rd St, Louisville, Kentucky 40292-0001",www.louisville.edu,"4-year, Public",20834.0, Louisville,Kentucky,40292-0001,0,Not-For-Profit,Private
2333,University of Maine,"Orono, Maine 04469",www.umaine.edu/,"4-year, Public",11818.0, Maine 04469,,,0,Not-For-Profit,Private
2334,University of Maine at Augusta,"46 University Dr, Augusta, Maine 04330-9410",www.uma.edu/,"4-year, Public",4977.0, Augusta,Maine,04330-9410,0,Not-For-Profit,Private
2335,University of Maine at Farmington,"224 Main St, Farmington, Maine 04938-9978",www.umf.maine.edu,"4-year, Public",2174.0, Farmington,Maine,04938-9978,0,Not-For-Profit,Private
2336,University of Maine at Fort Kent,"23 University Drive, Fort Kent, Maine 04743-1292",www.umfk.maine.edu,"4-year, Public",1102.0, Fort Kent,Maine,04743-1292,0,Not-For-Profit,Private
2337,University of Maine at Machias,"9 O'Brien Ave, Machias, Maine 04654-1397",www.umm.maine.edu,"4-year, Public",1023.0, Machias,Maine,04654-1397,0,Not-For-Profit,Private
2338,University of Maine at Presque Isle,"181 Main St, Presque Isle, Maine 04769-2888",www.umpi.maine.edu,"4-year, Public",1455.0, Presque Isle,Maine,04769-2888,0,Not-For-Profit,Private
2339,University of Mary,"7500 University Dr, Bismarck, North Dakota 58504",www.umary.edu,"4-year, Private not-for-profit",2862.0, Bismarck,North,Dakota 58504,0,Not-For-Profit,Private
2340,University of Mary Hardin-Baylor,"900 College St, Belton, Texas 76513-2599",www.umhb.edu,"4-year, Private not-for-profit",2648.0, Belton,Texas,76513-2599,0,Not-For-Profit,Private
2341,University of Mary Washington,"1301 College Ave, Fredericksburg, Virginia 22401-5300",www.umw.edu,"4-year, Public",5084.0, Fredericksburg,Virginia,22401-5300,0,Not-For-Profit,Private
2342,University of Maryland Eastern Shore,"J.T. Williams Hall, Princess Anne, Maryland 21853-1299",www.umes.edu,"4-year, Public",4290.0, Princess Anne,Maryland,21853-1299,0,Not-For-Profit,Private
2343,University of Maryland-Baltimore,"520 West Lombard Street, Baltimore, Maryland 21201-1627",www.umaryland.edu,"4-year, Public",6156.0, Baltimore,Maryland,21201-1627,0,Not-For-Profit,Private
2344,University of Maryland-Baltimore County,"1000 Hilltop Circle, Baltimore, Maryland 21250",www.umbc.edu,"4-year, Public",12268.0, Baltimore,Maryland,21250,0,Not-For-Profit,Private
2345,University of Maryland-College Park,"College Park, Maryland 20742",www.umd.edu,"4-year, Public",37000.0, Maryland 20742,,,0,Not-For-Profit,Private
2346,University of Maryland-University College,"3501 University Blvd East, Adelphi, Maryland 20783-8010",www.umuc.edu,"4-year, Public",34172.0, Adelphi,Maryland,20783-8010,0,Not-For-Profit,Private
2347,University of Massachusetts Amherst,"Amherst, Massachusetts 01003",www.umass.edu,"4-year, Public",26359.0, Massachusetts 01003,,,0,Not-For-Profit,Private
2348,University of Massachusetts Medical School Worcester,"55 Lake Ave North, Worcester, Massachusetts 01655",www.umassmed.edu,"4-year, Public",1025.0, Worcester,Massachusetts,01655,0,Not-For-Profit,Private
2349,University of Massachusetts-Boston,"100 Morrissey Blvd, Boston, Massachusetts 02125-3393",www.umb.edu,"4-year, Public",14117.0, Boston,Massachusetts,02125-3393,0,Not-For-Profit,Private
2350,University of Massachusetts-Dartmouth,"285 Old Westport Rd, North Dartmouth, Massachusetts 02747-2300",www.umassd.edu,"4-year, Public",9155.0, North Dartmouth,Massachusetts,02747-2300,0,Not-For-Profit,Private
2351,University of Massachusetts-Lowell,"1 University Ave, Lowell, Massachusetts 01854-5104",WWW.UML.EDU,"4-year, Public",12471.0, Lowell,Massachusetts,01854-5104,0,Not-For-Profit,Private
2352,University of Medicine and Dentistry of New Jersey,"65 Bergen Street, Room 1441, Newark, New Jersey 07101-1709",www.umdnj.edu,"4-year, Public",5906.0, Newark,New,Jersey 07101-1709,0,Not-For-Profit,Private
2353,University of Memphis,"Memphis, Tennessee 38152",www.memphis.edu,"4-year, Public",20220.0, Tennessee 38152,,,0,Not-For-Profit,Private
2354,University of Miami,"University of Miami, Coral Gables, Florida 33124",www.miami.edu/,"4-year, Private not-for-profit",15323.0, Coral Gables,Florida,33124,0,Not-For-Profit,Private
2355,University of Michigan-Ann Arbor,"Ann Arbor, Michigan 48109",www.umich.edu,"4-year, Public",41028.0, Michigan 48109,,,0,Not-For-Profit,Private
2356,University of Michigan-Dearborn,"4901 Evergreen Rd, Dearborn, Michigan 48128-1491",www.umd.umich.edu/,"4-year, Public",8311.0, Dearborn,Michigan,48128-1491,0,Not-For-Profit,Private
2357,University of Michigan-Flint,"303 E Kearsley, Flint, Michigan 48502-1950",www.umflint.edu,"4-year, Public",7260.0, Flint,Michigan,48502-1950,0,Not-For-Profit,Private
2358,University of Minnesota-Crookston,"2900 University Ave, Crookston, Minnesota 56716-5001",www.umcrookston.edu/,"4-year, Public",2199.0, Crookston,Minnesota,56716-5001,0,Not-For-Profit,Private
2359,University of Minnesota-Duluth,"515 Darland Administration Bldg, Duluth, Minnesota 55812",www.d.umn.edu/,"4-year, Public",11366.0, Duluth,Minnesota,55812,0,Not-For-Profit,Private
2360,University of Minnesota-Morris,"309 Behmler Hall, Morris, Minnesota 56267",www.morris.umn.edu/,"4-year, Public",1607.0, Morris,Minnesota,56267,0,Not-For-Profit,Private
2361,University of Minnesota-Twin Cities,"100 Church Street SE, Minneapolis, Minnesota 55455-0213",www1.umn.edu/twincities/index.php,"4-year, Public",51140.0, Minneapolis,Minnesota,55455-0213,0,Not-For-Profit,Private
2362,University of Mississippi Main Campus,"Oxford, Mississippi, University, Mississippi 38677-1848",www.olemiss.edu,"4-year, Public",15289.0, University,Mississippi,38677-1848,0,Not-For-Profit,Private
2363,University of Mississippi Medical Center,"2500 N State St, Jackson, Mississippi 39216-4505",www.umc.edu,"4-year, Public",2266.0, Jackson,Mississippi,39216-4505,0,Not-For-Profit,Private
2364,University of Missouri-Columbia,"105 Jesse Hall, Columbia, Missouri 65211",www.missouri.edu/,"4-year, Public",30130.0, Columbia,Missouri,65211,0,Not-For-Profit,Private
2365,University of Missouri-Kansas City,"5100 Rockhill Rd, Kansas City, Missouri 64110",www.umkc.edu/,"4-year, Public",14481.0, Kansas City,Missouri,64110,0,Not-For-Profit,Private
2366,University of Missouri-St Louis,"One University Boulevard, Saint Louis, Missouri 63121-4400",www.umsl.edu/,"4-year, Public",15741.0, Saint Louis,Missouri,63121-4400,0,Not-For-Profit,Private
2367,University of Mobile,"5735 College Parkway Drive, Mobile, Alabama 36613-2842",www.umobile.edu,"4-year, Private not-for-profit",1600.0, Mobile,Alabama,36613-2842,0,Not-For-Profit,Private
2368,University of Montevallo,"Station 6001, Montevallo, Alabama 35115-6000",www.montevallo.edu,"4-year, Public",3023.0, Montevallo,Alabama,35115-6000,0,Not-For-Profit,Private
2369,University of Nebraska at Kearney,"905 W 25th St, Kearney, Nebraska 68849-1212",www.unk.edu,"4-year, Public",6543.0, Kearney,Nebraska,68849-1212,0,Not-For-Profit,Private
2370,University of Nebraska at Omaha,"6001 Dodge St, Omaha, Nebraska 68182-0225",www.unomaha.edu,"4-year, Public",14213.0, Omaha,Nebraska,68182-0225,0,Not-For-Profit,Private
2371,University of Nebraska Medical Center,"987815 Nebraska Medical Ctr, Omaha, Nebraska 68198-7815",www.unmc.edu,"4-year, Public",3194.0, Omaha,Nebraska,68198-7815,0,Not-For-Profit,Private
2372,University of Nebraska-Lincoln,"14th and R St, Lincoln, Nebraska 68588",www.unl.edu/,"4-year, Public",23573.0, Lincoln,Nebraska,68588,0,Not-For-Profit,Private
2373,University of Nevada-Las Vegas,"4505 S Maryland Pky, Las Vegas, Nevada 89154",www.unlv.edu,"4-year, Public",28600.0, Las Vegas,Nevada,89154,0,Not-For-Profit,Private
2374,University of Nevada-Reno,"Reno, Nevada 89557",www.unr.edu,"4-year, Public",16867.0, Nevada 89557,,,0,Not-For-Profit,Private
2375,University of New England,"11 Hills Beach Rd, Biddeford, Maine 04005",WWW.UNE.EDU,"4-year, Private not-for-profit",4267.0, Biddeford,Maine,04005,0,Not-For-Profit,Private
2376,University of New Hampshire at Manchester,"400 Commercial Street, Manchester, New Hampshire 03101-1113",www.unhm.unh.edu,"4-year, Public",1058.0, Manchester,New,Hampshire 03101-1113,0,Not-For-Profit,Private
2377,University of New Hampshire-Main Campus,"105 Main St., Thompson Hall, Durham, New Hampshire 03824-3547",www.unh.edu,"4-year, Public",14898.0, Durham,New,Hampshire 03824-3547,0,Not-For-Profit,Private
2378,University of New Haven,"300 Boston Post Road, West Haven, Connecticut 06516",www.newhaven.edu,"4-year, Private not-for-profit",5233.0, West Haven,Connecticut,06516,0,Not-For-Profit,Private
2379,University of New Mexico-Main Campus,"Albuquerque, New Mexico 87131-0001",www.unm.edu,"4-year, Public",25754.0, New Mexico 87131-0001,,,0,Not-For-Profit,Private
2380,University of New Orleans,"2000 Lakeshore Drive, New Orleans, Louisiana 70148",www.uno.edu,"4-year, Public",11428.0, New Orleans,Louisiana,70148,0,Not-For-Profit,Private
2381,University of North Alabama,"One Harrison Plaza, Florence, Alabama 35632-0001",www.una.edu,"4-year, Public",7203.0, Florence,Alabama,35632-0001,0,Not-For-Profit,Private
2382,University of North Carolina at Asheville,"One University Hts, Asheville, North Carolina 28804-8510",www.unca.edu,"4-year, Public",3629.0, Asheville,North,Carolina 28804-8510,0,Not-For-Profit,Private
2383,University of North Carolina at Chapel Hill,"103 South Bldg Cb 9100, Chapel Hill, North Carolina 27599",www.unc.edu,"4-year, Public",28567.0, Chapel Hill,North,Carolina 27599,0,Not-For-Profit,Private
2384,University of North Carolina at Charlotte,"9201 University City Blvd, Charlotte, North Carolina 28223-0001",www.uncc.edu,"4-year, Public",23300.0, Charlotte,North,Carolina 28223-0001,0,Not-For-Profit,Private
2385,University of North Carolina at Greensboro,"1000 Spring Garden St, Greensboro, North Carolina 27402-6170",www.uncg.edu,"4-year, Public",19976.0, Greensboro,North,Carolina 27402-6170,0,Not-For-Profit,Private
2386,University of North Carolina at Pembroke,"One University Drive, Pembroke, North Carolina 28372-1510",www.uncp.edu,"4-year, Public",6303.0, Pembroke,North,Carolina 28372-1510,0,Not-For-Profit,Private
2387,University of North Carolina School of the Arts,"1533 South Main St., Winston-Salem, North Carolina 27117-2189",www.ncarts.edu,"4-year, Public",879.0, Winston-Salem,North,Carolina 27117-2189,0,Not-For-Profit,Private
2388,University of North Carolina-Wilmington,"601 South College Road, Wilmington, North Carolina 28403-5963",www.uncw.edu,"4-year, Public",12643.0, Wilmington,North,Carolina 28403-5963,0,Not-For-Profit,Private
2389,University of North Dakota,"University Station, Grand Forks, North Dakota 58202-8193",www.und.edu,"4-year, Public",12748.0, Grand Forks,North,Dakota 58202-8193,0,Not-For-Profit,Private
2390,University of North Florida,"1 UNF Drive, Jacksonville, Florida 32224-2645",www.unf.edu,"4-year, Public",15280.0, Jacksonville,Florida,32224-2645,0,Not-For-Profit,Private
2391,University of North Texas,"Chestnut Ave., Denton, Texas 76203-1277",www.unt.edu,"4-year, Public",34830.0, Denton,Texas,76203-1277,0,Not-For-Profit,Private
2392,University of North Texas Health Science Center,"3500 Camp Bowie Blvd, Forth Worth, Texas 76107-2699",www.hsc.unt.edu,"4-year, Public",1225.0, Forth Worth,Texas,76107-2699,0,Not-For-Profit,Private
2393,University of Northern Colorado,"Carter Hall - Rm 4000, Greeley, Colorado 80639",www.unco.edu,"4-year, Public",12498.0, Greeley,Colorado,80639,0,Not-For-Profit,Private
2394,University of Northern Iowa,"1222 W 27th St, Cedar Falls, Iowa 50614",www.uni.edu,"4-year, Public",12998.0, Cedar Falls,Iowa,50614,0,Not-For-Profit,Private
2395,University of Northwestern Ohio,"1441 N Cable Rd, Lima, Ohio 45805",www.unoh.edu,"4-year, primarily associate's, Private not-for-profit",3492.0, Lima,Ohio,45805,1,Not-For-Profit,Private
2396,University of Notre Dame,"Notre Dame, Indiana 46556",www.nd.edu,"4-year, Private not-for-profit",11731.0, Indiana 46556,,,0,Not-For-Profit,Private
2397,University of Oklahoma Health Sciences Center,"1100 N Lindsay, Oklahoma City, Oklahoma 73104-5499",www.ouhsc.edu,"4-year, Public",3926.0, Oklahoma City,Oklahoma,73104-5499,0,Not-For-Profit,Private
2398,University of Oklahoma Norman Campus,"660 Parrington Oval, Norman, Oklahoma 73019-3072",www.ou.edu,"4-year, Public",26140.0, Norman,Oklahoma,73019-3072,0,Not-For-Profit,Private
2399,University of Oregon,"110 Johnson Hall, Eugene, Oregon 97403",www.uoregon.edu,"4-year, Public",21452.0, Eugene,Oregon,97403,0,Not-For-Profit,Private
2400,University of Pennsylvania,"1 College Hall 34th and Spruce Sts, Philadelphia, Pennsylvania 19104-6303",www.upenn.edu,"4-year, Private not-for-profit",24107.0, Philadelphia,Pennsylvania,19104-6303,0,Not-For-Profit,Private
2401,University of Phoenix-Atlanta Campus,"8200 Roberts Drive, Suite 300, Dunwoody, Georgia 30350-4153",www.phoenix.edu,"4-year, Private for-profit",1658.0, Dunwoody,Georgia,30350-4153,0,For-Profit,Private
2402,University of Phoenix-Augusta Campus,"3150 Perimeter Parkway, Augusta, Georgia 30909-4583",www.phoenix.edu,"4-year, Private for-profit",905.0, Augusta,Georgia,30909-4583,0,For-Profit,Private
2403,University of Phoenix-Austin Campus,"10801-2 N. MoPac Suite 300, Austin, Texas 78759-5459",www.phoenix.edu,"4-year, Private for-profit",464.0, Austin,Texas,78759-5459,0,For-Profit,Private
2404,University of Phoenix-Bay Area Campus,"7901 Stoneridge Drive, Suite 130, Pleasanton, California 94588-3677",www.phoenix.edu,"4-year, Private for-profit",2344.0, Pleasanton,California,94588-3677,0,For-Profit,Private
2405,University of Phoenix-Birmingham Campus,"100 Corporate Drive Ste 150, Birmingham, Alabama 35242-2928",www.phoenix.edu,"4-year, Private for-profit",178.0, Birmingham,Alabama,35242-2928,0,For-Profit,Private
2406,University of Phoenix-Boston Campus,"100 Grossman Dr., Suite 201, Braintree, Massachusetts 02184-4949",www.phoenix.edu,"4-year, Private for-profit",391.0, Braintree,Massachusetts,02184-4949,0,For-Profit,Private
2407,University of Phoenix-Central Florida Campus,"2290 Lucien Way, Suite 400, Maitland, Florida 32751-7057",www.phoenix.edu,"4-year, Private for-profit",1637.0, Maitland,Florida,32751-7057,0,For-Profit,Private
2408,University of Phoenix-Central Massachusetts Campus,"One Research Drive, Westborough, Massachusetts 01581-3906",www.phoenix.edu,"4-year, Private for-profit",151.0, Westborough,Massachusetts,01581-3906,0,For-Profit,Private
2409,University of Phoenix-Central Valley Campus,"45 Riverpark Place West Suite 300, Fresno, California 93720-1562",www.phoenix.edu,"4-year, Private for-profit",2328.0, Fresno,California,93720-1562,0,For-Profit,Private
2410,University of Phoenix-Charlotte Campus,"3800 Arco Corporate Drive, Suite 100, Charlotte, North Carolina 28273-3409",www.phoenix.edu/campus-locations/NC/Charlotte/charlotte.aspx,"4-year, Private for-profit",1204.0, Charlotte,North,Carolina 28273-3409,0,For-Profit,Private
2411,University of Phoenix-Chattanooga Campus,"1208 Pointe Centre Drive, Chattanooga, Tennessee 37421-3707",www.phoenix.edu,"4-year, Private for-profit",184.0, Chattanooga,Tennessee,37421-3707,0,For-Profit,Private
2412,University of Phoenix-Cheyenne Campus,"6900 Yellowtail Road, Cheyenne, Wyoming 82009-6102",www.phoenix.edu,"4-year, Private for-profit",12.0, Cheyenne,Wyoming,82009-6102,0,For-Profit,Private
2413,University of Phoenix-Chicago Campus,"1500 McConnor Pkwy., Suite 700, Schaumburg, Illinois 60173-4399",www.phoenix.edu,"4-year, Private for-profit",1223.0, Schaumburg,Illinois,60173-4399,0,For-Profit,Private
2414,University of Phoenix-Cincinnati Campus,"9050 Centre Point, Suite 250, West Chester, Ohio 45069-4875",www.phoenix.edu,"4-year, Private for-profit",155.0, West Chester,Ohio,45069-4875,0,For-Profit,Private
2415,University of Phoenix-Cleveland Campus,"5005 Rockside Road, Suite 130, Independence, Ohio 44131-2194",www.phoenix.edu,"4-year, Private for-profit",538.0, Independence,Ohio,44131-2194,0,For-Profit,Private
2416,University of Phoenix-Columbia Campus,"1001 Pinnacle Point Drive, Columbia, South Carolina 29223-5733",www.phoenix.edu,"4-year, Private for-profit",465.0, Columbia,South,Carolina 29223-5733,0,For-Profit,Private
2417,University of Phoenix-Columbus Georgia Campus,"4747 Hamilton Road, Suite E, Columbus, Georgia 31904-6321",www.phoenix.edu,"4-year, Private for-profit",776.0, Columbus,Georgia,31904-6321,0,For-Profit,Private
2418,University of Phoenix-Columbus Ohio Campus,"8415 Pulsar Place, Columbus, Ohio 43240-4032",www.phoenix.edu,"4-year, Private for-profit",224.0, Columbus,Ohio,43240-4032,0,For-Profit,Private
2419,University of Phoenix-Dallas Fort Worth Campus,"12400 Coit Road, Churchill Towers, Suite 200, Dallas, Texas 75251-2009",www.phoenix.edu,"4-year, Private for-profit",1482.0, Dallas,Texas,75251-2009,0,For-Profit,Private
